OBJECTID,CD_GEOCODM,SHAPE_LENG,ANO_BASE,ID_ESTADO,NOME,ID_MUNICIP,OBJECTID_12,AA_REF,AA_MALHA,PAI_CD,MUN_CD,MUN_CD_FINAL,MUN_NM,MUN_NM_FINAL,MUN_NM_UF_FINAL,EST_NM,EST_NM_FINAL,EST_SIGLA_FINAL,RGE_NM,RGE_NM_FINAL,RETIRADA_HU_M3_S,CONSUMO_HU_M3_S,RETORNO_HU_M3_S,RETIRADA_HR_M3_S,CONSUMO_HR_M3_S,RETORNO_HR_M3_S,RETIRADA_IT_M3_S,CONSUMO_IT_M3_S,RETORNO_IT_M3_S,RETIRADA_MN_M3_S,CONSUMO_MN_M3_S,RETORNO_MN_M3_S,RETIRADA_TE_M3_S,CONSUMO_TE_M3_S,RETORNO_TE_M3_S,RETIRADA_AN_M3_S,CONSUMO_AN_M3_S,RETORNO_AN_M3_S,RETIRADA_IR_M3_S,CONSUMO_IR_M3_S,RETORNO_IR_M3_S,RETIRADA_TOTAL_M3_S,CONSUMO_TOTAL_M3_S,RETORNO_TOTAL_M3_S,SHAPEAREA,SHAPELEN
3296,3204401,0.90894084,2013,32,Rio Novo do Sul,3204401,3158,2030,2013,BR,3204401,3204401,Rio Novo do Sul,Rio Novo do Sul,ES - Rio Novo do Sul,EspÃ­rito Santo,Espírito Santo,ES,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.01685223,0.00337045,0.01348178,0.00587847,0.00470278,0.00117569,0.00229486,0.00050685,0.00178801,0.00099005,0.00045207,0.00053798,0,0,0,0.01759124,0.01292041,0.00467084,0.02797344,0.02590341,0.00207003,0.07158029,0.04785596,0.02372433,0,0
3297,3204500,1.67232066,2013,32,Santa Leopoldina,3204500,3159,2030,2013,BR,3204500,3204500,Santa Leopoldina,Santa Leopoldina,ES - Santa Leopoldina,EspÃ­rito Santo,Espírito Santo,ES,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.00812137,0.00162427,0.00649709,0.00982407,0.00785926,0.00196481,6.33e-06,6.33e-06,0,0.00086943,0.00039699,0.00047244,0,0,0,0.02325591,0.01643182,0.00682409,0.09503505,0.08800245,0.00703259,0.13711216,0.11432113,0.02279103,0,0
3298,3204559,1.82826806,2013,32,Santa Maria de Jetibá,3204559,3160,2030,2013,BR,3204559,3204559,Santa Maria de JetibÃ¡,Santa Maria de Jetibá,ES - Santa Maria de Jetibá,EspÃ­rito Santo,Espírito Santo,ES,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.05136319,0.01027264,0.04109055,0.0216794,0.01734352,0.00433588,0.00838058,0.00189606,0.00648452,0,0,0,0,0,0,0.1625306,0.10084503,0.06168557,0.99193984,0.91761473,0.07432511,1.23589361,1.04797198,0.18792163,0,0
3299,3204609,1.51998734,2013,32,Santa Teresa,3204609,3161,2030,2013,BR,3204609,3204609,Santa Teresa,Santa Teresa,ES - Santa Teresa,EspÃ­rito Santo,Espírito Santo,ES,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.04081073,0.00816215,0.03264858,0.00938194,0.00750556,0.00187639,0.00443419,0.00121171,0.00322248,0.00018815,8.591e-05,0.00010224,0,0,0,0.01390018,0.00997117,0.00392901,0.58971084,0.54602016,0.04369068,0.65842603,0.57295665,0.08546939,0,0
3300,3204658,1.30662193,2013,32,São Domingos do Norte,3204658,3162,2030,2013,BR,3204658,3204658,SÃ£o Domingos do Norte,São Domingos do Norte,ES - São Domingos do Norte,EspÃ­rito Santo,Espírito Santo,ES,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.01579712,0.00315942,0.0126377,0.00447685,0.00358148,0.00089537,0.00331615,0.00067573,0.00264042,7.3e-07,3.3e-07,4e-07,0,0,0,0.01882975,0.01337251,0.00545724,0.81770916,0.75701578,0.06069338,0.86012976,0.77780526,0.0823245,0,0
3301,3204708,1.24161762,2013,32,São Gabriel da Palha,3204708,3163,2030,2013,BR,3204708,3204708,SÃ£o Gabriel da Palha,São Gabriel da Palha,ES - São Gabriel da Palha,EspÃ­rito Santo,Espírito Santo,ES,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.0861941,0.01723882,0.06895528,0.00808102,0.00646481,0.0016162,0.03494764,0.00697836,0.02796928,0.0013498,0.00061633,0.00073347,0,0,0,0.02211957,0.0162665,0.00585307,1.08137619,1.00101755,0.08035863,1.23406831,1.04858238,0.18548593,0,0
3302,3204807,0.98036258,2013,32,São José do Calçado,3204807,3164,2030,2013,BR,3204807,3204807,SÃ£o JosÃ© do CalÃ§ado,São José do Calçado,ES - São José do Calçado,EspÃ­rito Santo,Espírito Santo,ES,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.02067533,0.00413507,0.01654027,0.00178588,0.0014287,0.00035718,0.00268319,0.00108618,0.00159701,0.00025241,0.00011526,0.00013716,0,0,0,0.0275494,0.02044667,0.00710273,0.01176099,0.01083757,0.00092343,0.06470721,0.03804945,0.02665776,0,0
3303,3204906,2.83917067,2013,32,São Mateus,3204906,3165,2030,2013,BR,3204906,3204906,SÃ£o Mateus,São Mateus,ES - São Mateus,EspÃ­rito Santo,Espírito Santo,ES,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.18478446,0.03695689,0.14782757,0.03445255,0.02756204,0.00689051,0.01557228,0.00570604,0.00986624,0.00066325,0.00030285,0.0003604,0,0,0,0.06986824,0.05232266,0.01754558,3.57680453,3.29190675,0.28489778,3.8821453,3.41475723,0.46738808,0,0
3304,3204955,0.92483967,2013,32,São Roque do Canaã,3204955,3166,2030,2013,BR,3204955,3204955,SÃ£o Roque do CanaÃ£,São Roque do Canaã,ES - São Roque do Canaã,EspÃ­rito Santo,Espírito Santo,ES,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.01953636,0.00390727,0.01562909,0.00532292,0.00425833,0.00106458,0.00277161,0.0006339,0.00213771,6.908e-05,3.154e-05,3.754e-05,0,0,0,0.01182096,0.00885358,0.00296738,0.84311847,0.7807277,0.06239077,0.88263939,0.79841233,0.08422707,0,0
3305,3205002,1.07897556,2013,32,Serra,3205002,3167,2030,2013,BR,3205002,3205002,Serra,Serra,ES - Serra,EspÃ­rito Santo,Espírito Santo,ES,REGIÃƒO SUDESTE,REGIÃO SUDESTE,2.52415992,0.50483198,2.01932794,0.00477431,0.00381944,0.00095486,1.51484655,0.39202264,1.12282391,0.00719838,0.00328686,0.00391151,3.96975546,0.18224568,3.78750978,0.01855186,0.01363489,0.00491697,0.03375744,0.03039835,0.00335909,8.07304392,1.13023986,6.94280405,0,0
3306,3205010,1.30576665,2013,32,Sooretama,3205010,3168,2030,2013,BR,3205010,3205010,Sooretama,Sooretama,ES - Sooretama,EspÃ­rito Santo,Espírito Santo,ES,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.07926264,0.01585253,0.06341011,0.00681713,0.0054537,0.00136343,0.00150804,0.00039694,0.0011111,4.035e-05,1.842e-05,2.193e-05,0,0,0,0.01483502,0.01061963,0.00421539,1.18828586,1.10028398,0.08800188,1.29074904,1.1326252,0.15812384,0,0
3307,3205036,1.62546122,2013,32,Vargem Alta,3205036,3169,2030,2013,BR,3205036,3205036,Vargem Alta,Vargem Alta,ES - Vargem Alta,EspÃ­rito Santo,Espírito Santo,ES,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.0158068,0.00316136,0.01264544,0.01197454,0.00957963,0.00239491,0.01509605,0.00300567,0.01209038,0.00222966,0.00101809,0.00121157,0,0,0,0.01512255,0.01035877,0.00476379,0.09943752,0.09181781,0.00761971,0.15966713,0.11894132,0.04072581,0,0
3308,3205069,0.83980662,2013,32,Venda Nova do Imigrante,3205069,3170,2030,2013,BR,3205069,3205069,Venda Nova do Imigrante,Venda Nova do Imigrante,ES - Venda Nova do Imigrante,EspÃ­rito Santo,Espírito Santo,ES,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.05899075,0.01179815,0.0471926,0.00534491,0.00427593,0.00106898,0.00923965,0.00250497,0.00673468,0.00057264,0.00026147,0.00031116,0,0,0,0.02252615,0.01499989,0.00752626,0.12089522,0.11127847,0.00961674,0.21756931,0.14511887,0.07245044,0,0
3309,3205101,1.15819303,2013,32,Viana,3205101,3171,2030,2013,BR,3205101,3205101,Viana,Viana,ES - Viana,EspÃ­rito Santo,Espírito Santo,ES,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.29395319,0.05879064,0.23516256,0.0087037,0.00696296,0.00174074,0.05283263,0.01377671,0.03905592,0,0,0,0,0,0,0.02628789,0.01858117,0.00770672,0.01116153,0.01008505,0.00107648,0.39293894,0.10819653,0.28474241,0,0
3310,3205150,1.28820245,2013,32,Vila Pavão,3205150,3172,2030,2013,BR,3205150,3205150,Vila PavÃ£o,Vila Pavão,ES - Vila Pavão,EspÃ­rito Santo,Espírito Santo,ES,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.01203339,0.00240668,0.00962671,0.00448958,0.00359167,0.00089792,7.094e-05,5.516e-05,1.578e-05,0.00488656,0.00223126,0.0026553,0,0,0,0.02584771,0.01869859,0.00714912,0.37553406,0.34750358,0.02803048,0.42286224,0.37448693,0.04837531,0,0
3311,3205176,1.12701233,2013,32,Vila Valério,3205176,3173,2030,2013,BR,3205176,3205176,Vila ValÃ©rio,Vila Valério,ES - Vila Valério,EspÃ­rito Santo,Espírito Santo,ES,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.01680099,0.0033602,0.01344079,0.0069537,0.00556296,0.00139074,8.641e-05,3.484e-05,5.157e-05,3.53e-06,1.61e-06,1.92e-06,0,0,0,0.00772441,0.00571358,0.00201083,2.05173087,1.89907512,0.15265575,2.08329991,1.91374831,0.1695516,0,0
3312,3205200,0.88252038,2013,32,Vila Velha,3205200,3174,2030,2013,BR,3205200,3205200,Vila Velha,Vila Velha,ES - Vila Velha,EspÃ­rito Santo,Espírito Santo,ES,REGIÃƒO SUDESTE,REGIÃO SUDESTE,1.56777979,0.31355596,1.25422383,0.00329861,0.00263889,0.00065972,0.13014693,0.03068592,0.09946101,0.00283961,0.0012966,0.00154301,0,0,0,0.01699477,0.01286417,0.0041306,0.03022887,0.02761982,0.00260905,1.75128859,0.38866136,1.36262723,0,0
3313,3205309,0.76149751,2013,32,Vitória,3205309,3175,2030,2013,BR,3205309,3205309,VitÃ³ria,Vitória,ES - Vitória,EspÃ­rito Santo,Espírito Santo,ES,REGIÃƒO SUDESTE,REGIÃO SUDESTE,1.50143724,0.30028745,1.20114979,0,0,0,0.04741836,0.01143436,0.035984,0,0,0,0,0,0,0.00025408,0.00018667,6.741e-05,0,0,0,1.54910968,0.31190848,1.2372012,0,0
3314,3300100,4.98611324,2013,33,Angra dos Reis,3300100,3176,2030,2013,BR,3300100,3300100,Angra dos Reis,Angra dos Reis,RJ - Angra dos Reis,Rio de Janeiro,Rio de Janeiro,RJ,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.58536513,0.11707303,0.4682921,0.00855469,0.00684375,0.00171094,0.3664226,0.07383998,0.29258263,0.00170697,0.00077942,0.00092755,0,0,0,0.0068906,0.00545861,0.00143198,0.00054156,0.00050149,4.008e-05,0.96948155,0.20449628,0.76498527,0,0
3315,3300159,0.46381396,2013,33,Aperibé,3300159,3177,2030,2013,BR,3300159,3300159,AperibÃ©,Aperibé,RJ - Aperibé,Rio de Janeiro,Rio de Janeiro,RJ,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.05170865,0.01034173,0.04136692,0.00208044,0.00166435,0.00041609,0.00249277,0.0007239,0.00176887,3.985e-05,1.819e-05,2.165e-05,0,0,0,0.01027498,0.00706953,0.00320545,0.01619114,0.01499299,0.00119814,0.08278782,0.03481069,0.04797713,0,0
3316,3300209,1.34255578,2013,33,Araruama,3300209,3178,2030,2013,BR,3300209,3300209,Araruama,Araruama,RJ - Araruama,Rio de Janeiro,Rio de Janeiro,RJ,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.42417315,0.08483463,0.33933852,0.0001794,0.00014352,3.588e-05,0.0082139,0.00387242,0.00434148,0.00117352,0.00053584,0.00063768,0,0,0,0.04150868,0.03291104,0.00859764,0.09133099,0.07670483,0.01462616,0.56657964,0.19900228,0.36757736,0,0
3317,3300225,0.62215678,2013,33,Areal,3300225,3179,2030,2013,BR,3300225,3300225,Areal,Areal,RJ - Areal,Rio de Janeiro,Rio de Janeiro,RJ,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.02175352,0.0043507,0.01740282,0.00255787,0.0020463,0.00051157,0.00308905,0.0006741,0.00241495,0,0,0,0,0,0,0.00561249,0.00422071,0.00139178,0.0007609,0.00068729,7.36e-05,0.03377383,0.01197911,0.02179473,0,0
3318,3300233,0.70048334,2013,33,Armação dos Búzios,3300233,3180,2030,2013,BR,3300233,3300233,ArmaÃ§Ã£o dos BÃºzios,Armação dos Búzios,RJ - Armação dos Búzios,Rio de Janeiro,Rio de Janeiro,RJ,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.14140861,0.02828172,0.11312689,0,0,0,0.00049179,0.00011628,0.00037551,0,0,0,0,0,0,0.00261487,0.00205347,0.0005614,0.00022019,0.0002039,1.629e-05,0.14473546,0.03065537,0.11408009,0,0
3319,3300258,1.04279164,2013,33,Arraial do Cabo,3300258,3181,2030,2013,BR,3300258,3300258,Arraial do Cabo,Arraial do Cabo,RJ - Arraial do Cabo,Rio de Janeiro,Rio de Janeiro,RJ,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.09556166,0.01911233,0.07644933,0,0,0,0.00165031,0.000502,0.00114831,0,0,0,0,0,0,0,0,0,0,0,0,0.09721197,0.01961433,0.07759764,0,0
3320,3300308,1.53391335,2013,33,Barra do Piraí,3300308,3182,2030,2013,BR,3300308,3300308,Barra do PiraÃ­,Barra do Piraí,RJ - Barra do Piraí,Rio de Janeiro,Rio de Janeiro,RJ,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.28132388,0.05626478,0.2250591,0.0009375,0.00075,0.0001875,0.02014383,0.00588081,0.01426302,0.00025711,0.0001174,0.00013971,0,0,0,0.07185392,0.05267453,0.01917939,0.00351632,0.00229723,0.00121909,0.37803256,0.11798475,0.26004781,0,0
3321,3300407,1.90245621,2013,33,Barra Mansa,3300407,3183,2030,2013,BR,3300407,3300407,Barra Mansa,Barra Mansa,RJ - Barra Mansa,Rio de Janeiro,Rio de Janeiro,RJ,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.51508917,0.10301783,0.41207134,2.025e-05,1.62e-05,4.05e-06,0.16743723,0.0444035,0.12303373,0.00219795,0.00100361,0.00119434,0,0,0,0.05553851,0.03971892,0.0158196,0.01537255,0.01133256,0.00403999,0.75565568,0.19949263,0.55616305,0,0
3322,3300456,0.36259254,2013,33,Belford Roxo,3300456,3184,2030,2013,BR,3300456,3300456,Belford Roxo,Belford Roxo,RJ - Belford Roxo,Rio de Janeiro,Rio de Janeiro,RJ,REGIÃƒO SUDESTE,REGIÃO SUDESTE,2.56059881,0.51211976,2.04847905,0,0,0,0.04918275,0.01470401,0.03447875,1.005e-05,4.59e-06,5.46e-06,0,0,0,0.00114693,0.00091294,0.00023399,4.468e-05,4.137e-05,3.31e-06,2.61098323,0.52778267,2.08320056,0,0
3323,3300506,0.96750483,2013,33,Bom Jardim,3300506,3185,2030,2013,BR,3300506,3300506,Bom Jardim,Bom Jardim,RJ - Bom Jardim,Rio de Janeiro,Rio de Janeiro,RJ,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.08657591,0.01731518,0.06926072,0.00932147,0.00745718,0.00186429,0.01326935,0.00309213,0.01017722,0,0,0,0,0,0,0.01917587,0.01491959,0.00425628,0.10542095,0.0970258,0.00839516,0.23376355,0.13980987,0.09395368,0,0
3324,3300605,2.02676986,2013,33,Bom Jesus do Itabapoana,3300605,3186,2030,2013,BR,3300605,3300605,Bom Jesus do Itabapoana,Bom Jesus do Itabapoana,RJ - Bom Jesus do Itabapoana,Rio de Janeiro,Rio de Janeiro,RJ,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.09222427,0.01844485,0.07377942,0.00548322,0.00438657,0.00109664,0.01479685,0.00442291,0.01037394,0,0,0,0,0,0,0.07139321,0.05054132,0.02085189,0.10538467,0.09528673,0.01009794,0.28928222,0.17308238,0.11619984,0,0
3325,3300704,1.43318334,2013,33,Cabo Frio,3300704,3187,2030,2013,BR,3300704,3300704,Cabo Frio,Cabo Frio,RJ - Cabo Frio,Rio de Janeiro,Rio de Janeiro,RJ,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.75025883,0.15005177,0.60020706,0.0969864,0.07758912,0.01939728,0.20752648,0.20166031,0.00586617,0.00211247,0.00096458,0.00114789,0,0,0,0.01931298,0.01529363,0.00401935,0.04878143,0.04268026,0.00610117,1.12497859,0.48823966,0.63673892,0,0
3326,3300803,1.57377239,2013,33,Cachoeiras de Macacu,3300803,3188,2030,2013,BR,3300803,3300803,Cachoeiras de Macacu,Cachoeiras de Macacu,RJ - Cachoeiras de Macacu,Rio de Janeiro,Rio de Janeiro,RJ,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.12513345,0.02502669,0.10010676,0.00928385,0.00742708,0.00185677,0.14125509,0.03232382,0.10893127,0.002827,0.00129084,0.00153616,0,0,0,0.01652695,0.01276438,0.00376257,0.0295454,0.0273436,0.0022018,0.32457174,0.10617642,0.21839532,0,0
3327,3300902,1.19548085,2013,33,Cambuci,3300902,3189,2030,2013,BR,3300902,3300902,Cambuci,Cambuci,RJ - Cambuci,Rio de Janeiro,Rio de Janeiro,RJ,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.04308057,0.00861611,0.03446445,0.00344039,0.00275231,0.00068808,0.00301257,0.0004329,0.00257967,0.00052866,0.00024139,0.00028727,0,0,0,0.04999369,0.03658971,0.01340398,0.04355782,0.03231835,0.01123947,0.14361369,0.08095078,0.06266292,0,0
3328,3300936,0.68041777,2013,33,Carapebus,3300936,3190,2030,2013,BR,3300936,3300936,Carapebus,Carapebus,RJ - Carapebus,Rio de Janeiro,Rio de Janeiro,RJ,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.0419985,0.0083997,0.0335988,0.00601852,0.00481481,0.0012037,0.00064632,0.00046993,0.00017639,0,0,0,0,0,0,0.0272404,0.02121863,0.00602178,0.00325825,0.00243988,0.00081838,0.07916199,0.03734295,0.04181904,0,0
3329,3300951,0.69055404,2013,33,Comendador Levy Gasparian,3300951,3191,2030,2013,BR,3300951,3300951,Comendador Levy Gasparian,Comendador Levy Gasparian,RJ - Comendador Levy Gasparian,Rio de Janeiro,Rio de Janeiro,RJ,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.04364439,0.00872888,0.03491551,8.68e-06,6.94e-06,1.74e-06,0.0170135,0.00453556,0.01247794,7.087e-05,3.236e-05,3.851e-05,0,0,0,0.00599109,0.00461303,0.00137806,0.00046207,0.00042788,3.419e-05,0.06719059,0.01834465,0.04884595,0,0
3330,3301009,4.80312336,2013,33,Campos dos Goytacazes,3301009,3192,2030,2013,BR,3301009,3301009,Campos dos Goytacazes,Campos dos Goytacazes,RJ - Campos dos Goytacazes,Rio de Janeiro,Rio de Janeiro,RJ,REGIÃƒO SUDESTE,REGIÃO SUDESTE,1.01141741,0.20228348,0.80913393,0.06493056,0.05194444,0.01298611,0.08513693,0.04461393,0.040523,0.00303298,0.00138489,0.00164809,0.00370896,0.00288557,0.00082339,0.22017138,0.16635365,0.05381773,0.04063138,0.03558264,0.00504874,1.4290296,0.50504862,0.92398098,0,0
3331,3301108,1.4215222,2013,33,Cantagalo,3301108,3193,2030,2013,BR,3301108,3301108,Cantagalo,Cantagalo,RJ - Cantagalo,Rio de Janeiro,Rio de Janeiro,RJ,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.04992675,0.00998535,0.0399414,0.00735677,0.00588542,0.00147135,0.03255469,0.02605052,0.00650417,0,0,0,0,0,0,0.07389222,0.05389401,0.01999821,0.01392817,0.01169315,0.00223501,0.1776586,0.10750845,0.07015015,0,0
3332,3301157,1.03637437,2013,33,Cardoso Moreira,3301157,3194,2030,2013,BR,3301157,3301157,Cardoso Moreira,Cardoso Moreira,RJ - Cardoso Moreira,Rio de Janeiro,Rio de Janeiro,RJ,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.04899775,0.00979955,0.0391982,0.00355324,0.00284259,0.00071065,0.00019998,0.00010183,9.815e-05,0.00040321,0.00018411,0.0002191,0,0,0,0.04262314,0.03201806,0.01060508,0.00387543,0.00355885,0.00031658,0.09965274,0.04850498,0.05114776,0,0
3333,3301207,1.00368284,2013,33,Carmo,3301207,3195,2030,2013,BR,3301207,3301207,Carmo,Carmo,RJ - Carmo,Rio de Janeiro,Rio de Janeiro,RJ,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.04864855,0.00972971,0.03891884,0.00383102,0.00306481,0.0007662,0.01097681,0.0036407,0.0073361,0.00054017,0.00024665,0.00029352,0,0,0,0.03595795,0.02615131,0.00980664,0.04115676,0.02957679,0.01157998,0.14111125,0.07240997,0.06870128,0,0
3334,3301306,1.53406489,2013,33,Casimiro de Abreu,3301306,3196,2030,2013,BR,3301306,3301306,Casimiro de Abreu,Casimiro de Abreu,RJ - Casimiro de Abreu,Rio de Janeiro,Rio de Janeiro,RJ,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.07349604,0.01469921,0.05879683,0.017011,0.0136088,0.0034022,0.00672304,0.00252057,0.00420247,0.00038716,0.00017678,0.00021038,0,0,0,0.03339635,0.02658988,0.00680647,0.00981769,0.00900589,0.00081181,0.14083129,0.06660113,0.07423016,0,0
3335,3301405,1.18286798,2013,33,Conceição de Macabu,3301405,3197,2030,2013,BR,3301405,3301405,ConceiÃ§Ã£o de Macabu,Conceição de Macabu,RJ - Conceição de Macabu,Rio de Janeiro,Rio de Janeiro,RJ,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.05657811,0.01131562,0.04526249,0.0058941,0.00471528,0.00117882,0.0006905,0.00026475,0.00042574,4.125e-05,1.883e-05,2.241e-05,0,0,0,0.01880424,0.01422667,0.00457757,0.01968304,0.01180983,0.00787322,0.10169123,0.04235098,0.05934025,0,0
3336,3301504,0.57711108,2013,33,Cordeiro,3301504,3198,2030,2013,BR,3301504,3301504,Cordeiro,Cordeiro,RJ - Cordeiro,Rio de Janeiro,Rio de Janeiro,RJ,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.04858053,0.00971611,0.03886443,7.957e-05,6.366e-05,1.591e-05,0.01382039,0.00361898,0.01020141,0,0,0,0,0,0,0.01056091,0.00761244,0.00294847,0.01010003,0.00793073,0.0021693,0.08314143,0.02894191,0.05419952,0,0
3337,3301603,1.04194762,2013,33,Duas Barras,3301603,3199,2030,2013,BR,3301603,3301603,Duas Barras,Duas Barras,RJ - Duas Barras,Rio de Janeiro,Rio de Janeiro,RJ,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.01767136,0.00353427,0.01413709,0.0034375,0.00275,0.0006875,0.00168199,0.00047853,0.00120346,9.117e-05,4.163e-05,4.954e-05,0,0,0,0.02937388,0.02057018,0.0088037,0.07379631,0.04703113,0.02676518,0.12605222,0.07440574,0.05164648,0,0
3338,3301702,1.18046551,2013,33,Duque de Caxias,3301702,3200,2030,2013,BR,3301702,3301702,Duque de Caxias,Duque de Caxias,RJ - Duque de Caxias,Rio de Janeiro,Rio de Janeiro,RJ,REGIÃƒO SUDESTE,REGIÃO SUDESTE,4.11420772,0.82284154,3.29136618,0.00317708,0.00254167,0.00063542,1.09694078,0.30888642,0.78805435,0.00169371,0.00077337,0.00092034,0.11069343,0.08611949,0.02457394,0.01132761,0.00900958,0.00231803,0.00408918,0.00246154,0.00162764,5.34212951,1.23263361,4.1094959,0,0
3339,3301801,0.55186385,2013,33,Engenheiro Paulo de Frontin,3301801,3201,2030,2013,BR,3301801,3301801,Engenheiro Paulo de Frontin,Engenheiro Paulo de Frontin,RJ - Engenheiro Paulo de Frontin,Rio de Janeiro,Rio de Janeiro,RJ,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.03517323,0.00703465,0.02813858,0.00585069,0.00468056,0.00117014,0.00741766,0.00146871,0.00594895,5.38e-06,2.46e-06,2.92e-06,0,0,0,0.00956922,0.00672356,0.00284566,0.00147633,0.00126528,0.00021106,0.05949252,0.02117521,0.03831731,0,0
3340,3301850,1.01504151,2013,33,Guapimirim,3301850,3202,2030,2013,BR,3301850,3301850,Guapimirim,Guapimirim,RJ - Guapimirim,Rio de Janeiro,Rio de Janeiro,RJ,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.19518608,0.03903722,0.15614887,0.00149016,0.00119213,0.00029803,0.02903839,0.00652527,0.02251312,4.774e-05,2.18e-05,2.594e-05,0,0,0,0.02008807,0.01573904,0.00434902,0.01787281,0.01531741,0.0025554,0.26372324,0.07783287,0.18589038,0,0
3341,3301876,0.31298622,2013,33,Iguaba Grande,3301876,3203,2030,2013,BR,3301876,3301876,Iguaba Grande,Iguaba Grande,RJ - Iguaba Grande,Rio de Janeiro,Rio de Janeiro,RJ,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.12360669,0.02472134,0.09888535,0,0,0,0.0005266,0.00024538,0.00028122,0,0,0,0,0,0,0.00284339,0.0022505,0.00059289,0.00104073,0.00090308,0.00013765,0.1280174,0.0281203,0.0998971,0,0
3342,3301900,1.20417774,2013,33,Itaboraí,3301900,3204,2030,2013,BR,3301900,3301900,ItaboraÃ­,Itaboraí,RJ - Itaboraí,Rio de Janeiro,Rio de Janeiro,RJ,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.66625361,0.13325072,0.53300289,8.68e-06,6.94e-06,1.74e-06,0.06082454,0.01829947,0.04252507,0.00239092,0.00109172,0.0012992,0.06427525,0.05000614,0.01426911,0.02768576,0.02211164,0.00557412,0.00601021,0.00360612,0.00240408,0.82744897,0.22837276,0.5990762,0,0
3343,3302007,1.74005708,2013,33,Itaguaí,3302007,3205,2030,2013,BR,3302007,3302007,ItaguaÃ­,Itaguaí,RJ - Itaguaí,Rio de Janeiro,Rio de Janeiro,RJ,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.50436891,0.10087378,0.40349513,0.00921586,0.00737269,0.00184317,0.17093471,0.03740938,0.13352533,0.00292767,0.00133681,0.00159086,0,0,0,0.01100587,0.0087304,0.00227547,0.01511698,0.01306952,0.00204746,0.71357,0.16879257,0.54477742,0,0
3344,3302056,0.9800599,2013,33,Italva,3302056,3206,2030,2013,BR,3302056,3302056,Italva,Italva,RJ - Italva,Rio de Janeiro,Rio de Janeiro,RJ,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.05184339,0.01036868,0.04147471,0.00482205,0.00385764,0.00096441,0.00568878,0.00193331,0.00375547,0.00312759,0.0014281,0.0016995,0,0,0,0.02972111,0.021185,0.00853611,0.03199466,0.02862093,0.00337373,0.12719759,0.06739366,0.05980393,0,0
3345,3302106,1.28649088,2013,33,Itaocara,3302106,3207,2030,2013,BR,3302106,3302106,Itaocara,Itaocara,RJ - Itaocara,Rio de Janeiro,Rio de Janeiro,RJ,REGIÃƒO SUDESTE,REGIÃO SUDESTE,0.06443412,0.01288682,0.0515473,0.00538628,0.00430903,0.00107726,0.01128502,0.00337973,0.00790529,2.93e-06,1.34e-06,1.59e-06,0,0,0,0.04887851,0.03417471,0.01470381,0.02237032,0.01805349,0.00431682,0.15235719,0.07280513,0.07955207,0,0
